hcode,name1,name2
30109,DHD1.5-12-12,2011年5月末最終受注
30110,MTSﾑｹ 2051 04,直流電流計
30112,G6CK-1114P-US DC12V, 
30113,LXG200VNSN1000M-30F,(30×50)
30114,TND10V-911KB00AAA0, 
30115,KXG160VB22MJ20,(10×20)
30116,1046 2872 000 ｽｲｯﾁｱｯｼ 84X49,1ｼｰﾄ6枚
30117,1046 2872 000 ｽｲｯﾁｱｯｼ 84X49,ｲﾆｼｬﾙ費
30118,1046 2872 000 ｽｲｯﾁｱｯｼ 84X49,治具費
30119,R15A-15, 
30120,ALS30-12H,2011年5月末最終受注
30121,DHS3-5-1224,廃止
30122,CS001464 ﾃﾞﾝｼﾞｼｬｸ  41738ﾍﾝｺｳ,耐熱半田無鉄心付属 発注禁
30123,R20 1.5Mｵｰﾑ, 
30124,KRG35VB10ME07,(5×7)
30125,3586 0984 300 VR98 ﾏｲｺﾝCｷﾊﾞﾝ,112×80
30126,3586 0984 300 VR98ﾏｲｺﾝCｷﾊﾞﾝ,112×80 ｲﾆｼｬﾙ費
30127,S-7070C, 
30128,EKMM221VSN681MQ45S,(25.4×45)
30129,SRI M3ﾃﾞﾝｹﾞﾝｺｰﾄﾞ E05-10004,YP325/YC13A
30130,TND05V-560KTFAAAA0(TNR5V560K-T, 
30131,HLMP-0103, 
30132,ESMG160ELL221MF11D,最終受注2024年3月末日
30133,ESMG500ELL220ME11D,最終受注2024年3月末日
30134,ESMG500ELL221MJC5S,(10×12.5)
30135,KIA431AF-RTF/P,発注禁止
30136,HE50SJSL101J,08年7月末最終受注
30137,SXE25VB10M,(4×7)
30138,SXE16VB680M,(10×20)
30139,SXE16VB390M,(10×15)
30140,SXE16VB270M,(10×12.5)
30141,G6C-2114C-US DC24V, 
30142,OTB-750-B-18PC-F01,ｵｻﾀﾞ
30143,NT14-101,最終受注2013年9月末
30144,RV24YG ME 20S B203,最終受注22年11月20日
30145,EKMG101ETD100MF11D,最終受注2024年3月末日
30146,EKMG500ETD470MF11D,最終受注2024年3月末日
30147,EKMG500ETD100ME11D,最終受注2024年3月末日
30148,ESVP0J226M, 
30149,ESVP0J475M8, 
30150,ESVP0J106M, 
30151,ESVP1C225M8, 
30152,ESVP1C105M8, 
30153,ESVA0J336M, 
30154,TPD55Y5V1E155Z5-W, 
30155,EKMH201VSN681MR30S,(30×30)
30156,MMC0630K1550000, 
30157,PXA10VC56MF55, 
30158,ELXV100ELL681MJ16S,(10×16)
30159,ELXV160ELL181MF15D,最終受注2024年3月末日
30160,ELXV350ELL820MF15D,最終受注2024年3月末日
30161,R-98.5/63/20A MA055, 
30162,R-117/80/23A MA055, 
30163,R-96/75/24A MA055, 
30164,EKMX201ETD680ML20S,廃止
30165,ALS15-24,2011年5月末最終受注
30166,RMB30A-1,2017年9月29日最終受注
30167,EKMG201ELL820ML20S,2022年10月末最終受注
30168,CS001943-0ﾄﾗﾝｽ(E35X13L), 
30169,SDC1610MT-01, 
30170,MFS1/4DC***F,100KΩ～E24系列一式
30171,580-062(SUT-08), 
30172,PHR-8 ﾘﾓｺﾝﾊｰﾈｽ,最終受注2011年6月末
30173,PS-24-CZ (ｷﾊﾞﾝﾉﾐ),定電流電源
30174,KSS-100/115, 
30175,N-01B-5P-PBF,ﾋﾞｽ添付 鉛ﾌﾘｰ
30176,LXM400VSSN180M25C, 
30177,0R4A273F20-KAM-NP, 
30178,G6B-1114P-FD-US DC12V, 
30179,RL107F-001-E,G/W
30180,HACB3A104J,37062へ統一
30181,HACB3A224J,37063へ統一
30182,OHﾊｰﾈｽ,最終受注2011年6月末
30183,ME101-FPX ｼｭｾｲﾋ, 
30184,UN26-05, 
30185,EKXG201ELL151ML25S,(16×25)
30186,TNR20V821K, 
30187,UN26-10, 
30188,LR-518A 4KBL, 
30189,ULP-332BC-28P(FB80N),43135を使用
30190,NPR1TBK1R200F,1W 1.2Ω
30191,17-003A1, 
30192,RK73K2ATD,200KΩ
30193,TNR14V471K,NO.16402へ
30194,KMH35LGSN10000MBA5, 
30195,KMH35LGSN150000MCE12, 
30196,SK-1450-FPK, 
30197,SK-1450-BHA, 
30198,EMVA250ADA101MF80G,ARAにて発注
30199,NPEI25-1B, 
30200,TC5-15R, 
30201,EKY-250ETD102MK20S,(12.5×20)
30202,GF063VT2 B103,10KΩ
30203,RV24YN SE 20S A102,1KΩ
30204,KP04011 ﾃﾞﾝｹﾞﾝｼｰﾙ(30X8), 
30205,KP04011 ﾊﾝｼﾀ ﾊﾝﾀﾞｲ ｶﾀﾀﾞｲ, 
30206,MML0250K1030000, 
30207,TF-1141SP,日立ｹﾐｶﾙ
30208,UMI-13-4-4-13 ﾊｰﾈｽ,最終受注2011年6月末
30209,CM08191G7, 
30210,DADA3B104J,保守品
30211,TRANS5V, 
30212,TRANS45V, 
30213,OBR05SA-U,最終受注08年5月31日
30214,OBR15SA-U,最終受注08年5月31日
30215,ALS75-15,2011年5月末最終受注
30216,KME50VBR47MBP,(5×11)
30217,LCBS12, 
30218,KMH250VSSN470M30B,(30×30)
30219,LXV16VB3900ML30,(16×30)
30220,T-ARU02(TEE16-05006A), 
30221,MMH0100K2240000,08年12月末最終受注
30222,CF1/4L,120KΩJ
30223,CF1/4L,820ΩJ
30224,CF1/4L,39KΩJ
30225,ME101-JN2010 ﾃﾞﾝｹﾞﾆｭﾆｯﾄ, 
30226,ME101-JN405R0 ﾃﾞﾝｹﾞﾝﾕﾆｯﾄ, 
30227,ME101-JN**** ﾃﾞﾝｹﾞﾝｶｲﾊﾂﾋ, 
30228,PBA600F-7R5, 
30229,H-SN-20, 
30230,LC7385M, 
30231,TC-30C(CP-TO-3P), 
30232,F4051C,ﾌｼﾞｺﾝ
30233,"2183.15MXP(T3,15A)", 
30234,218002MXP(T2A), 
30235,TLP570, 
30236,50ZL56MT1,(6.3×11)
30239,ESMG160ELL103MMP1S,(18×35.5)
30240,EMKA250ADA330MF55G,廃止
30241,EKMG630ELL101MJC5S,(10×12.5)
30242,EMKA350ADA100ME55G,廃止
30243,EMKA160ADA100MD55G,廃止
30244,EMKA160ADA471MJA0G,廃止
30245,EKMG160ELL102MJ16S,(10×16)
30246,EMKA350ADA221MJA0G,廃止
30247,EMKA160ADA220ME55G,廃止
30248,EKMG160ELL332MK25S, 
30249,EKMG250ELL102MJ20S,(10×20)
30250,HDSP-F101, 
30251,ELXV100ELL102MJ20S,(10×20)
30252,ELXV160ELL681MJ20S,(10×20)
30253,FM-133E ｶﾅｶﾞﾀﾍﾝｺｳﾋ, 
30254,FM-133E,底板
30255,ACS10-15,2011年5月末最終受注
30256,RWBS5J,100Ω
30257,UC3-04, 
30258,TP-516-30, 
30259,UWT1V221MNL1GS,31491を使用
30260,312010,ﾘﾃﾙ
30261,SN-36 (NFC-030-3ﾖｳｺｱ), 
30262,EMVL500ADA100MF60G,ARAにて発注
30263,EMVH101ADA100MHA0G,ARAにて発注
30264,Z02W11V-Y-RTK/P, 
30266,Z02W4.7V-Y-RTK/P, 
30267,KTB1151/P, 
30268,MMBTA06-RTK/P, 
30269,ELXZ500ELL222MM35S,(18×35)
30270,ELXZ350ELL222MM25S,(18×25)
30271,ELXZ350ELL222ML30S,(16×30)
30272,10PS470MJ12, 
30274,FLS(441)1000HP153H-TP, 
30275,17JE-13090-02(D8A), 
30276,17JE-23090-02(D8C), 
30277,17JE-13150-02(D8A), 
30278,EKXG401ELL121MMP1S,(18×35.5)
30279,KIA431A-AT/P,2011年4月末最終受注
30280,TP-516-10, 
30281,EMVH630ADA470MHA0G,ARAにて発注
30282,BGR10TX,2KΩJ
30283,BGR10TX,0.51ΩK
30284,GS5LC105J,(5W 1MΩ)
30285,TP-510-44, 
30286,ELXZ500ELL152ML35S,(16×35)
30287,EKY-250ELL471MJ16S,(10×16)
30288,EKY-250ELL221MHB5D,最終受注2024年3月末日
30289,DTDC2A105KZ,最終受注07年3月末
30290,P15E-15N,2011年11月末最終受注
30291,P50E-15N,2011年11月末最終受注
30292,SMH106J-T,最終受注2011年10月末日
30293,NO197,ﾄﾗﾝｽ
30294,P-96, 
30295,N-04-4P-12C, 
30297,1046 2921 200 GSPACｷﾊﾞﾝ145X120, 
30298,1046 2921 200 GSPACｷﾊﾞﾝ145X120,ｲﾆｼｬﾙ費
30299,LXA525LGSN3300MCE14R,(76×145)
30300,KMH63VSSN3300M30B,(30×30)
30301,ULP-930AC-8P, 
30302,S-80840 CNY-B-G,ｾｲｺｰｲﾝｽﾂﾙﾒﾝﾄ
30303,PK90FG80, 
30304,EKY-500ETD4R7ME11D,最終受注2024年3月末日
30305,ELXQ251VSN561MQ35S-S,(25.4×35)S対策品
30306,EKY-500ELL4R7ME11D,最終受注2024年3月末日
30307,EKY-250ELL102MK20S,(12.5×20)
30308,6SVP470MX, 
30309,10SVP330M, 
30310,16SVP180MX, 
30311,35SVPD18M, 
30312,PQ1CG2032FZH, 
30313,TNR7V151K, 
30314,RMB15A-1, 
30315,CF1/4L,18ΩJ
30316,CF1/4L,47ΩJ
30317,CF1/4L,68ΩJ
30318,CF1/4L,150ΩJ
30319,CF1/4L,220ΩJ
30320,CF1/4C 470ｵｰﾑ,470ΩJ PBﾌﾘｰ
30321,CF1/4L,1.8KΩJ
30322,CF1/4L,27KΩJ
30323,CF1/4L,33KΩJ
30324,CF1/4L,56KΩJ
30325,CF1/4L,220KΩJ
30326,CFB1/2LT52,680KΩJ
30327,CF1/4LT52,150KΩJ
30328,LF230HAT6S,最終受注2013年9月末
30329,LF220HAT6,最終受注2013年9月末
30330,AT10S-50-OHM-12DB, 
30331,HLMP-1620, 
30332,EKMF500ELL4R7MEB5S,廃止品
30333,EKY-350ELL560MF11D,最終受注2024年3月末日
30334,EKXG201ELL680MK20S-2(12.5X20),S対策品 加美電子様向け
30335,EKXG401ELL150MK20S,2022年10月末最終受注
30336,TMG16CQ60L, 
30337,TMG25CQ60L, 
30338,RKH4SD,1.2KΩJ
30339,RKH4SD,1.5KΩJ
30340,AES100-48,最終受注2013年10月末
30341,MS3106B22-22S, 
30342,MMF-04C12DM-RC0, 
30343,LR-517A 4KBL, 
30344,LXG250VSSN470M30C,(30×35)
30345,EKMG101ELL100MF11D,最終受注2024年3月末日
30346,DHD6-15-12,2011年5月末最終受注
30347,D310MCO PW1 EX0,4層基板 180×100
30348,D310MCO PW1 EX0,ｲﾆｼｬﾙ費
30349,D310MCO PW1 EX0,ﾁｪｯｶｰ費
30350,ELXM181VND122MA35S,(35×35)
30351,HN1D03FU-TE85L, 
30352,ESRG250ELL470ME09D,2022年10月末最終受注
30353,LXG250VSSN560M35C,(35×35)
30354,RV24YN 15S,30KΩ
30355,16ME220HC, 
30356,UE3-0035K, 
30357,AMCF0050J1030050,08年12月末最終受注
30358,AMCF0050J4730050,08年12月末最終受注
30359,10ME220HC, 
30360,KDR730E-RTK/P, 
30361,9203B-20L40-T,(Pｂﾌﾘｰ対応品)
30362,EKY-250ETC470ME11D,最終受注2024年3月末日
30363,KMG50VBR33M,(5×11)
30364,NA-732BC-16P, 
30365,NA-732BC-3P, 
30366,EKY-250ETD471MJ16S,(10×16)
30367,KME350VB47M,(16×35.5)
30368,KMH50VSSN6800M30D,(30×40)
30369,ALS30-24,2011年5月末最終受注
30370,1-917337-2, 
30371,1-178136-2, 
30372,178325-2, 
30373,178326-2, 
30374,1SS355, 
30375,RIF-2 ｶｲｿﾞｳﾋﾖｳ ｲｯｼｷ, 
30376,ECJ2VB1H103K,09年12月最終受注
30377,D310LE0 PW0 EX0 LEDｷﾊﾞﾝ 114X90, 
30378,D310LE0 PW0 EX0 LEDｷﾊﾞﾝ 114X90,ｲﾆｼｬﾙ費
30379,D310LE0 PW0 EX0 LEDｷﾊﾞﾝ 114X90,治具費
30380,TSL0808RA-102KR26-PF, 
30381,TSLO808RA-681KR32-PF, 
30382,SN-5-400, 
30383,GB-2ZA 15A 10MA,短ﾊﾝﾄﾞﾙ PS2用
30384,ESRG160ELL222HL15S,(16×15)
30385,W6BML YZ3-00419803R3,ｶｯﾀｰﾕﾆｯﾄ DC24V
30386,UPS2A470MPD, 
30387,UPS2A471MHD, 
30388,RD39FB1-T7-AZ,08年9月最終受注
30389,LXJ50VB820M-K40,(12.5×40)
30390,BU-687-2S, 
30391,SC-WL01A-02BB, 
30392,EMVJ500ADA1R0MD60G,ARAにて発注
30393,EMVJ160ADA100MD60G,ARAにて発注
30394,EMVH500ADA470MJA0G,ARAにて発注
30395,EMVY350ADA470MF55G,ARAにて発注
30396,SL810221K-NP, 
30397,EMVK250ADA101MHA0G,2011年4月以降廃止
30398,METD005-0731 ｼｬｰｼ, 
30399,METD005-0732 ｶﾊﾞｰ, 
30401,CF1/4L,100ΩJ
30402,TFT-081813N, 
30403,TFT-152613N, 
30404,2519-8, 
30405,I-60X12X5 MB3, 
30406,UWF1C101MCL1GS, 
30407,ELXA5C1LGC152MDA5M,(63.5×105)
30408,EKMH350LGC473MCA0N,(50×100)
30409,KMH350VSSN150M22D,(22×40)
30410,ELXG500VSN682MR50S,(30×50)
30411,BL-B43V1G ｱｵ,ﾌﾞﾗｲﾄ
30412,DR-FR10P,廃止品
30413,TNR7V121K, 
30414,MK-02 ｶﾅｶﾞﾀﾋ, 
30415,EKZH250ELL821MJ20S,(10×20)
30416,TND10V-221KB00AAA0, 
30417,3DEV00395, 
30418,12JQ-ST, 
30419,BVH-21T-P1.1, 
30420,TC3-05, 
30421,EKY-350ELL221MJC5S,(10×12.5)
30422,WRBJ22FWX-B-V, 
30423,FGMQ 125V5A, 
30424,HE40SJSL030C,08年7月末最終受注
30425,2SJ607-AZ,最終受注2018年12/14
30426,ST-15DB(0.5)5Mﾋﾝ, 
30427,KSW1230-4L, 
30428,T-3035-6810,廣杉
30429,M111B-8Pﾖｳｱｸﾘﾙｶﾊﾞｰ, 
30430,FTA2-5P, 
30431,C2(FTA2-5Pﾖｳ), 
30432,S115(ｼｮｰﾄﾊﾞｰ), 
30433,RR0510P-243-D, 
30434,HKBS-28D120-2420, 
30435,HKF14-100-6720, 
30436,TFB-3000, 
30437,EKMH630LGB562MA60N,(35×60)
30438,EKY-500ELL151MJC5S,(10×12.5)
30439,EKMH401LGC222MDA0N,(63.5×100)
30440,PT4-015, 
30441,RTW-28-1R8L, 
30442,EKY-6R3ELL272MJ30S,(10×30)
30443,MMS-08C-24DH/R,廃止
30444,AQR456, 
30445,ESRG160ETD470ME07D,2022年10月末最終受注
30446,ELXM451VSN331MA45SE0,(35×45)鉛ﾌﾘｰ
30447,ELXM421VSN121MR25S,(30×25)
30448,USV1V4R7MFD-1TP,最終受注2021年9月末
30449,USV1C100MFD-1TP,最終受注2021年9月末
30450,RCR25C106J,10MΩ
30451,17AE-13090A-17E 4HA1, 
30452,FC4A-C1OR2, 
30453,RV6NAYSD103B, 
30454,RV6NAYSD503A, 
30455,LT-11U,品川工業
30456,EMVE160ADA470MF55G,ARAにて発注
30457,RA30XME 24R B102,1KΩ 3T0000228
30458,RA30X 30R B102,1KΩ
30459,MMC250V225J, 
30460,MMC250V125J, 
30461,AMZ0050J1540000,鉛ﾌﾘｰ品
30462,MMT0050J3940000,鉛ﾌﾘｰ品
30463,CF1/4C,1MΩ
30464,"1JH45(TPA2,Q)",08年12月末最終受注
30465,FGMLB 250V3A PBF MF-52,鉛ﾌﾘｰ品
30466,RKC1/8B 4J,100KΩ
30467,27NFB,寺田電機
30468,1F3-F,G/W
30469,FC4A-D20K3, 
30470,UPM1V221MPD, 
30471,UPM1V470MED, 
30472,AY82516C, 
30473,EKMA350ELL6R8ME07D,2022年10月末最終受注
30474,HLMP-4000#010, 
30475,EKMG401ELL181MM40S,(18×40)
30476,EKY-100ELL681MH15D,最終受注2024年3月末日
30477,SB05-05C-TB-E, 
30478,MS3108B22-22P, 
30479,KP-211 KS-15B, 
30480,UDZS TE-17 9.1B, 
30481,EKY-6R3ELL222MJ20S,(10×20)
30482,RK73B2ETTD221J, 
30483,HS-621 ｶﾅｶﾞﾀ, 
30484,FM-606 ｶﾅｶﾞﾀ, 
30485,16PBE26 L=30B, 
30486,11PAE15 L=25, 
30487,RT-1121 P:AC115V/S:DC12V,45ｍA 端子ｶｯﾄ品
30488,RT-1122 P:AC230V/S:DC12V,45ｍA 端子ｶｯﾄ品
30489,ELXA451LGC182MD85N,(63.5×85)
30490,ELXR451LGC332MED0N,(76×130)
30491,ELXM3B1VSN561MA40S,(35×40)
30492,PPD3-24-1212,2012年9月末最終受注
30493,HE90TJSL471J,08年7月末最終受注
30494,NPEI25-1C, 
30495,NPEI28-1, 
30496,050513B,高圧ｺｰﾄﾞASSY
30497,LC-3-S ｸﾛ, 
30498,CF1/4L,1.6KΩ
30499,CF1/4L,3KΩ
30500,AF16-5S07R, 
30501,NA-510AC-18P-81N, 
30502,TSN7-140R, 
30503,TSN7-36, 
30504,TSN7-37R, 
30505,TC-15TCI(MK-02), 
30506,EKY-6R3ELL681MHB5D,最終受注2024年3月末日
30507,KY50VB220MJ16,(10×16)
30508,WG160128C-FYH-NZ#020, 
30509,EMVY160ADA470MF55G,ARAにて発注
30510,EMVY500ADA100MF55G,ARAにて発注
30511,EMVY500ADA1R0MD55G,ARAにて発注
30512,WH0083,最終受注2011年6月末
30513,WH0084,最終受注2011年6月末
30514,WH0085,最終受注2011年6月末
30515,WH0068,最終受注2011年6月末
30516,WH0069,最終受注2011年6月末
30517,WH0070,最終受注2011年6月末
30518,WH0071,最終受注2011年6月末
30519,CF1/4L,22ΩJ
30520,KRE50VB4R7M,(5×5)
30521,KMH400VSSN100M25A,(25×25)
30522,SR-6N3-4,ﾍｲｺ
30523,OSV-1535-L50-BPM,ﾘｮｳｻﾝ
30524,OSH-2054,ﾘｮｰｻﾝ
30525,KIA393F/P, 
30526,KIA339P/P, 
30527,KDS193-RTK/P, 
30528,TNR10V182K,NO.42744へ
30529,UPM1V221MPD6, 
30530,FUS-DC200,設計費
30531,FUS-DC200,試作品
30532,FUS-DC200,基板ｲﾆｼｬﾙ
30533,EKMF161ETD100MJ16S,廃止品
30534,EKME500ELL471MK20S,廃止品
30535,EKMH161ELL331MP30S,(22×30)
30536,EKMH161ELL221MP25S,(22×25)
30537,EAB35Z805U-A1,廃止品
30538,250-J ﾀﾌﾞﾀﾝｼ, 
30539,BJS23FA-U,廃止
30540,KMA16VB33M,(6.3×7)
30541,GF063P B301,300Ω
30542,EKY-6R3ELL222MJ25S,(10×25)
30543,MTSD001, 
30544,MTSD0011, 
30545,MTSD0012, 
30546,MTSD0013, 
30547,MTSD0014, 
30548,MTSD0015, 
30549,MTSD0016, 
30550,MTSD002, 
30551,MTSD0021, 
30552,MTSD003, 
30553,MTSD004, 
30554,MTSD005, 
30555,MTSD006, 
30556,MTSD007, 
30557,MTSD008, 
30558,MTSD009, 
30559,ELXQ201VSN821MR35S,(30×35)
30560,GF063X B503,50KΩ
30561,MURS320T3,ｵﾝｾﾐ
30562,2SK3644-01SC,2014年6月末最終受注
30563,RWE400LGSN3300MCD11,Cﾊﾞﾝﾄﾞ
30564,TPP1000S2,ﾄﾗﾝｽ
30565,RMC30A-2,2017年9月29日最終受注
30567,MOS3C222J, 
30568,TC-30CG(EA43444-000),金型費
30569,GF063P1T2 B105,1MΩ Kﾗﾝｸ
30570,KME400VB47M,(18×31.5)
30571,ELXV800ELL102MM40S,(18×40)
30572,ELXV101ELL561MM35S,(18×35)
30573,G43AT B103,10KΩ
30574,G43AT B502,5KΩ
30575,G43AT B503,50KΩ
30576,"U1ZB390(TE12R,Q)", 
30577,SUS10243R3C,ROHS対応品
30578,EKXG161ELL100MJ16S,2022年10月末最終受注
30579,EKMX201ETD470MK20S,廃止
30580,EKY-100ETD332MK25S,(12.5×25)
30581,MMX0450J1050000, 
30582,RV24YG 20S B102,1KΩ
30583,021802.5M, 
30584,0217.500M, 
30585,02173.15M, 
30586,EKMY500ELL220MEB5D,2019年12月末最終受注
30587,EKXG161ELL220MJ20S,2022年10月末最終受注
30588,KDS4148U-RTK/P, 
30589,SQN36W12P-05,廃止
30590,EMVL6R3ADA102MJA0G,ARAにて発注
30591,BS-A342RD-A,ﾌﾞﾗｲﾄ
30592,KME160VB220M,(18×35.5)
30593,WOR ｻｷﾞｮｳﾃｼﾞｭﾝｼｮﾋ, 
30594,MMTD0050J1050050, 
30595,B13B-XH-A, 
30596,S8B-XH-A, 
30597,EKRE160ETD470MF05D,2022年10月末最終受注
30598,EKRE500ETD100MF05D,2022年10月末最終受注
30599,TP-127-15, 
30600,TP-128-25, 
30601,VE335-A,岡谷
30602,XEB1201,岡谷
30603,PCW-3, 
30604,CF1/4L,5.6KΩJ
30605,FA5511N-TE1, 
30606,HD74HC386P,廃止
30607,XG4C-1031, 
30608,EKMX451ELL3R3MJ20S,廃止
30609,EKY-350ETC221MH15N,最終受注2024年3月末日
30610,ERC-236ﾖｳ ｶｲﾊﾂﾋ, 
30611,ERC-236ﾖｳ ｷﾊﾞﾝｶｲﾛ, 
30612,R25A-24,2016年5月末最終受注
30613,RD8.2ES,08年9月最終受注
30614,ｶｲﾛﾍﾝｺｳﾋ, 
30615,ｷﾊﾞﾝﾍﾝｺｳ ｾｲｻｸ ﾋｮｳｶﾋ, 
30616,TC-400TXE(14X43),原反=180枚
30617,ACS6-5,2011年5月末最終受注
30618,ACS10-24,2011年5月末最終受注
30619,APXA100ARA470MF60G, 
30620,APXA160ARA820MH70G, 
30621,APXA6R3ARA820MF60G, 
30622,KMM160VSSN1000M25D,(25.4×40)
30624,Eﾊﾞﾗﾝｽ ﾖｳ ｶｰﾄﾘｯｼﾞ, 
30625,UPM1J100MDD, 
30626,MPE1000J2720000, 
30627,MPE0630J3330000, 
30628,MPE0630J2240000, 
30629,NK-002,ｲﾆｼｬﾙ費
30630,NK-002,ﾁｪｯｶｰ費
30631,NK-002,ｱｰﾄﾜｰｸ費
30632,NK-002 ｷﾊﾞﾝ CEM3 T1.6MM, 
30633,SM240A-T, 
30634,PE22 E87X60X26.6, 
30635,PE22 U28X24X19, 
30636,TND05V-560KTBAAAA0, 
30637,MML0125K1040000, 
30638,ESMG350ELL471MJ16S,(10×16)
30639,ESMG500ELL100ME11D,最終受注2024年3月末日
30640,ESMG500ELL3R3ME11D,最終受注2024年3月末日
30641,16PBE26 L=25B, 
30642,MEUS006-1102, 
30643,ORC-PERA6,大矢根利器製作所
30645,UWT1E101MCL1GS, 
30646,UWT0J101MCL1GB, 
30647,RV24XS3 20T B102,1KΩ
30648,EER28L1ｿｳﾄｳNC20T36X16X20, 
30649,EER28L-T2ｿｳﾄｳNC20T36X16X20, 
30650,PFCﾖｳNC20T36X16X20, 
30651,2SK3565(Q)ﾊｲﾋﾝ,44019へ
30652,RE5VL22CC,ﾘｺｰ
30653,RE5VL42CC,ﾘｺｰ
30654,MOS1C680J, 
30655,MOS2C101J, 
30656,MOS2CL151J, 
30657,LBTM005101NP-H0E(SC-05A-101),図番T22-B029-00
30658,CHAV0050J1540000, 
30659,CHAV0050J2240400, 
30660,CHAV0016J1530400, 
30661,CHAV0016J1830400, 
30662,CHAV0016J3330400, 
30663,CHAV0050J1040400, 
30664,CHAV0016J1040400, 
30665,CHAV0016J4730400, 
30666,CHAV0016J8230400, 
30667,CHAV0016J1230400, 
30668,AT10S-50-OHM-10DB, 
30669,APXA4R0ARA151MF55G,最終受2018年12月20日
30670,WRC24SX-V, 
30671,TK-030,ﾀｰﾐﾅﾙ
30672,KE-347B,100ｇﾁｭｰﾌﾞ
30673,MEUS006-1001A,ｲﾆｼｬﾙ代
30674,MEUS006-1001A ｷﾊﾞﾝ,試作費
30675,MA700A,廃止
30676,MA723,廃止
30677,1046 2921 200GSPA ｷﾊﾞﾝ,治具代
30678,ELXQ221VSN471MQ30S,(25.4×30)
30679,ELXG800VSN472MA50S,(35×50)
30680,ELXG350VSN183MA50S,(35×50)
30681,MPE0250K1850000, 
30682,RN1008, 
30683,DHS3-5-24,廃止
30684,ESMG100ELL223MP40S,(22×40)
30685,TC-50THE-A4,2016年10月最終受注
30686,TC-100THE-A4,2016年10月最終受注
30687,BM25060X6D, 
30688,ELXA5C1LGC152MDA5N,(63.5×105)
30689,ELXA5C1LGC272MEC5N,(76×125)
30690,TH8040LH-A, 
30691,OPS02,電源CS機
30692,ME101-UF001A,CS機 ｲﾆｼｬﾙ代
30693,SK-85/170, 
30694,EKMG500ELL470MF11D,最終受注2024年3月末日
30695,MEUS006-1101, 
30696,EKMY500ELL1R0MEB5D,2019年12月末最終受注
30697,OPS-03,電源
30698,CF1/4L,2.7MΩJ
30700,CFB1/2LT52,330KΩJ
30701,ELXY500ELL471MK25S,(12.5×25)
30702,ELXY630ELL560MJC5S,(10×12.5)
30703,FGSM(167)500V156J-SL, 
30704,KIA7815API/P,"NO,37152へ"
30706,SMG35VB220MF50E0-TC04R,(8×11.5)
30707,SRE16VB10MF25E0-TC04R,(4×5)
30708,ESRE500ETA1R0MB05N,(3×5)
30709,1N4937S-001-E,G/W
30710,UWT1C221MCR1GB, 
30711,TSW001,SWﾄﾗﾝｽ
30712,ME101-248R0JﾖｳICTﾁｪｯｶｰ, 
30713,ME101-248R0Jﾖｳｷﾊﾞﾝﾁｪｯｶｰ, 
30714,M165-JR-12D,ｽﾄｯﾌﾟﾗﾝﾌﾟ
30715,PK1545B-190-05009, 
30716,SUS101205B, 
30717,SUS101212B, 
30718,2G8-EFD-20, 
30719,TBB331A, 
30720,RS5C372A-E2,ﾘｺｰ
30721,JL02-2A-20-B29PC-F0, 
30722,G2RL-1E DC24V, 
30723,ERZV07D101, 
30724,UPJ1E471MHH6, 
30725,CFB1/2LT52,56KΩJ
30726,TNR14V150K, 
30727,FGLBO 250V25A, 
30728,FGLBO 250V5A, 
30729,MMH0630K1040000,08年12月末最終受注
30730,ESME100ETD101ME11D,廃止品
30731,ESME500ETD1R0ME11D,廃止品
30732,PI13A-152K-ME, 
30733,EKY-500ELL1R0ME11D,最終受注2024年3月末日
30734,EFL-350ELL6R8MD07D,2020年03月末最終受注
30735,DRB25-08A352, 
30736,TNR20E391K, 
30737,SS-14MBP2, 
30738,KSW913C, 
30739,G43AT B1021K,30815へ
30740,MMC0400K4750000, 
30741,MOSX1CR30J, 
30742,RD22E,08年9月最終受注
30743,05200101Z, 
30744,TC-300HS-1.4(10X30)ｻ-ﾏﾘ-ｼ-ﾄW-1,入力禁止
30745,EKMX161ETE470MK20S,廃止
30746,FC4A-R081, 
30747,RCH-110NP-151K,ｽﾐﾀﾞ 鉛ﾌﾘｰ
30748,CM200TL-12NF, 
30751,PT-629,ﾄﾗﾝｽ
30752,R50A-12, 
30753,S-107, 
30754,S-108, 
30755,S-109, 
30756,S-110, 
30757,ELXA250LGB123TA80N,(35×80)
30758,BKME250ELL471MK20S,(12.5×20)
30759,ECWF2684JB, 
30760,ECQU3A104MG, 
30761,EMVH250ARA471MKE0S,ﾘｰﾙ200品
30762,DTDA1H224KZ,最終受注07年3月末
30763,SR560-001,G/W
30764,UP9-1297G, 
30765,PT3-06, 
30766,ERC-236 ﾖｳｹｰｽ ｼﾀ ｶﾅｶﾞﾀﾋ, 
30767,ERC-236 ﾖｳ ｹｰｽ ｾｯｹｲﾋ, 
30768,ERC-236 ﾖｳ ｹｰｽ ｳｴ ｶﾅｶﾞﾀﾋ, 
30769,ELXM251VSN221MP30N,(22×30)
30770,IXLF19N250A,IXYS
30771,IPS-1348-PT, 
30772,ERC-236, 
30773,KP04012 ﾃﾞﾝｹﾞﾝﾕﾆｯﾄ, 
30774,KP04012 ｾｯｹｲﾋ, 
30775,ｿKZ04071 ﾊﾝｼﾀ ﾊﾝﾀﾞｲ, 
30776,LA-643,最終受注2011年6月末
30777,QYX1H103JTP, 
30778,ﾌｨﾙﾑﾍﾝｺｳﾋ, 
